Core metadata,,,,Additional metadata,,,,,,,Categorization,,,,,,,Applicability concerns,,,,,,,,,,,,Findings,,
Year,Authors,Title,bibtex,Abstract,Published in,Publisher,Source,DOI,Publication date,,Broad Categories,TCP,TCS,TSR,TSA,Context?,,Industry motivation?,Industry evaluation?,Experiment subjects,Programming language,Industry partner,Industrial author,Practitioners feedback,Available tool?,Put into practice?,Supplementary material,Included?,,Approach,Metrics,Open challenges
2018,"Garousi, Vahid; Özkan, Ramazan; Betin-Can, Aysu",Multi-objective regression test selection in practice: An empirical study in the defense software industry,garousi_multi-objective_2018,"Context: Executing an entire regression test-suite after every code change is often costly in large software projects. To cope with this challenge, researchers have proposed various regression test-selection techniques. Objective: This paper was motivated by a real industrial need to improve regression-testing practices in the context of a safety-critical industrial software in the defence domain in Turkey. To address our objective, we set up and conducted an “action-research” collaborative project between industry and academia. Method: After a careful literature review, we selected a conceptual multi-objective regression-test selection framework (called MORTO) and adopted it to our industrial context by developing a custom-built genetic algorithm (GA) based on that conceptual framework. GA is able to provide full coverage of the affected (changed) requirements while considering multiple cost and benefit factors of regression testing. e.g., minimizing the number of test cases, and maximizing cumulative number of detected faults by each test suite. Results: The empirical results of applying the approach on the Software Under Test (SUT) demonstrate that this approach yields a more efficient test suite (in terms of costs and benefits) compared to the old (manual) test-selection approach, used in the company, and another applicable approach chosen from the literature. With this new approach, regression selection process in the project under study is not ad-hoc anymore. Furthermore, we have been able to eliminate the subjectivity of regression testing and its dependency on expert opinions. Conclusion: Since the proposed approach has been beneficial in saving the costs of regression testing, it is currently in active use in the company. We believe that other practitioners can apply our approach in their regression-testing contexts too, when applicable. Furthermore, this paper contributes to the body of evidence in regression testing by offering a success story of successful implementation and application of multi-objective regression testing in practice. © 2018",Information and Software Technology,Elsevier,Query,10.1016/j.infsof.2018.06.007,2018-06-30,,Orchestration technique,,X,,,Defense software,,TRUE,TRUE,"Defense software system (up to 3588 TCs)

Government proprietary, large scale",Unclear,Government organization (Turkey),FALSE,FALSE,"TRUE

Replication package, poorly documented",TRUE,https://zenodo.org/record/1149058#.Xto4gfKxVTY,TRUE,,multi-objective genetic algorithm,"Test execution time, third-party costs, system setup costs, technical resources cost, verification cost",Cover other cost/benefit parameters; apply in other contexts and RTS problems; further assess fault detection effectiveness with mutation testing.
2018,"Shi, August; Gyori, Alex; Mahmood, Suleman; Zhao, Peiyuan; Marinov, Darko",Evaluating test-suite reduction in real software evolution,shi_evaluating_2018,"Test-suite reduction (TSR) speeds up regression testing by removing redundant tests from the test suite, thus running fewer tests in the future builds. To decide whether to use TSR or not, a developer needs some way to predict how well the reduced test suite will detect real faults in the future compared to the original test suite. Prior research evaluated the cost of TSR using only program versions with seeded faults, but such evaluations do not explicitly predict the effectiveness of the reduced test suite in future builds.

We perform the first extensive study of TSR using real test failures in (failed) builds that occurred for real code changes. We analyze 1478 failed builds from 32 GitHub projects that run their tests on Travis. Each failed build can have multiple faults, so we propose a family of mappings from test failures to faults. We use these mappings to compute Failed-Build Detection Loss (FBDL), the percentage of failed builds where the reduced test suite misses to detect all the faults detected by the original test suite. We find that FBDL can be up to 52.2%, which is higher than suggested by traditional TSR metrics. Moreover, traditional TSR metrics are not good predictors of FBDL, making it difficult for developers to decide whether to use reduced test suites.",ISSTA 2018: Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis,ACM,author suggestion,10.1145/3213846.3213875,2018-07-12,,,,,X,,,,TRUE,FALSE,"Open-source programs (up to 770 TCs)

Open-source, medium scale",Unclear,,FALSE,FALSE,FALSE,FALSE,,TRUE,,coverage-based,FBDL (failed build detection loss),n/a
2018,"Haghighatkhah, Alireza; Mäntylä,  Mika; Oivo, Markku; Kuvaja, Pasi",Test prioritization in continuous integration environments,haghighatkhah_test_2018,"Two heuristics namely diversity-based (DBTP) and history-based test prioritization (HBTP) have been separately proposed in the literature. Yet, their combination has not been widely studied in continuous integration (CI) environments. The objective of this study is to catch regression faults earlier, allowing developers to integrate and verify their changes more frequently and continuously. To achieve this, we investigated six open-source projects, each of which included several builds over a large time period. Findings indicate that previous failure knowledge seems to have strong predictive power in CI environments and can be used to effectively prioritize tests. HBTP does not necessarily need to have large data, and its effectiveness improves to a certain degree with larger history interval. DBTP can be used effectively during the early stages, when no historical data is available, and also combined with HBTP to improve its effectiveness. Among the investigated techniques, we found that history-based diversity using NCD Multiset is superior in terms of effectiveness but comes with relatively higher overhead in terms of method execution time. Test prioritization in CI environments can be effectively performed with negligible investment using previous failure knowledge, and its effectiveness can be further improved by considering dissimilarities among the tests.",Journal of Systems and Software,Elsevier,backward,10.1016/j.jss.2018.08.061,2018-08-31,,,X,,,,,,TRUE,FALSE,"Open-source Java projects (up to 411 TCs)

Open-source, small scale",Java,,FALSE,FALSE,FALSE,FALSE,,TRUE,,combination of diversity-based and history-based,"APFD, execution time",Replicate study in industry and larger systems.
2018,"Zhang, Lingming",Hybrid regression test selection,zhang_hybrid_2018,"Regression testing is crucial but can be extremely costly. Regression Test Selection (RTS) aims to reduce regression testing cost by only selecting and running the tests that may be affected by code changes. To date, various RTS techniques analyzing at different granularities (e.g., at the basic-block, method, and file levels) have been proposed. RTS techniques working on finer granularities may be more precise in selecting tests, while techniques working on coarser granularities may have lower overhead. According to a recent study, RTS at the file level (FRTS) can have less overall testing time compared with a finer grained technique at the method level, and represents state-of-the-art RTS. In this paper, we present the first hybrid RTS approach, HyRTS, that analyzes at multiple granularities to combine the strengths of traditional RTS techniques at different granularities. We implemented the basic HyRTS technique by combining the method and file granularity RTS. The experimental results on 2707 revisions of 32 projects, totalling over 124 Million LoC, demonstrate that HyRTS outperforms state-of-the-art FRTS significantly in terms of selected test ratio and the offline testing time. We also studied the impacts of each type of method-level changes, and further designed two new HyRTS variants based on the study results. Our additional experiments show that transforming instance method additions/deletions into file-level changes produces an even more effective HyRTS variant that can significantly outperform FRTS in both offline and online testing time.",ICSE '18: Proceedings of the 40th International Conference on Software Engineering,ACM,backward,10.1145/3180155.3180198,2018-09-03,,Orchestration technique,,X,,,Large scale Java (as Ekstazi),,TRUE,FALSE,"Open-source Java projects (up to 16069 TCs)

Open-source, very large scale",Java,,FALSE,FALSE,"TRUE

Usable tool, Maven plug-in",FALSE,http://hyrts.org/,TRUE,,"A dynamic approach to TCS that combines file-level (like Ekstazi) with method level selection, under different variations, to improve precision while keeping efficiency","- Selected test ratio

- E2E testing time ",Apply the idea of hybris also to static RTS techniques
2018,"Miranda, Breno; Cruciani, Emilio; Verdecchia, Roberto; Bertolino, Antonia",FAST Approaches to Scalable Similarity-Based Test Case Prioritization,miranda_fast_2018,"Many test case prioritization criteria have been proposed for speeding up fault detection. Among them, similarity-based approaches give priority to the test cases that are the most dissimilar from those already selected. However, the proposed criteria do not scale up to handle the many thousands or even some millions test suite sizes of modern industrial systems and simple heuristics are used instead. We introduce the FAST family of test case prioritization techniques that radically changes this landscape by borrowing algorithms commonly exploited in the big data domain to find similar items. FAST techniques provide scalable similarity-based test case prioritization in both white-box and black-box fashion. The results from experimentation on real world C and Java subjects show that the fastest members of the family outperform other black-box approaches in e ciency with no significant impact on e ectiveness, and also outperform white-box approaches, including greedy ones, if preparation time is not counted. A simulation study of scalability shows that one FAST technique can prioritize a million test cases in less than 20 minutes.",2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE),ACM,Query,10.1145/3180155.3180210,2018-09-03,,Orchestration technique,X,,,,,,TRUE,FALSE,"Open-source C and Java projects (up to 670 TCs) + synthetic data for scalability measure (up to 1M TCs)

Open-source, medium scale
Synthetic data, very large scale","C, Java",,FALSE,FALSE,"TRUE

Replication package, well-documented",FALSE,https://github.com/icse18-fast/FAST,TRUE,,similarity-based,"Prioritization time, total testing time, scalability",Adapt algorithm ti include other objective functions in addition to dissimilarity.
2018,"Yilmaz, Uğur; Tarhan, Ayça",A case study to compare regression test selection techniques on open-source software projects,yilmaz_case_2018,"Regression testing is the type of testing performed on a modified software to validate integrated parts are functioning properly. Especially with agile development practices being increasingly used, regression testing needs to be fast and practical enough to coexist with the nature of agile development. To satisfy this need, Regression Test Selection (RTS) techniques are proposed to reduce number of tests. Although there are many studies analyzing these techniques and their effectiveness in terms of the number of reduced tests, time and cost; the applicability and practicality aspects have been mostly neglected. To this end, in this paper a case study is carried out to compare highly cited and mostly used RTS techniques. Selected techniques are applied on extensively used and tested open-source software projects, and the result of their comparison in regards of practicality, applicability, performance and cost-effectiveness are discussed.",Proceedings of the 12th Turkish National Software Engineering Symposium ,CEUR,Query,http://ceur-ws.org/Vol-2201/UYMS_YTM_2018_paper_87.pdf,2018-09-10,,Technique analysis,,X,,,,,TRUE,FALSE,"Open-source Java projects (up to 361 TCs)

Open-source, small scale",Java,,FALSE,FALSE,N/A,N/A,,TRUE,,Comparison of change-based and graph-based techniques,"testing time, selection rate",
2018,"Chen, Junjie; Lou, Yiling; Zhang, Lingming; Zhou, Jianyi; Wang, Xiaoleng; Hao, Dan; Zhang, Lu",Optimizing Test Prioritization via Test Distribution Analysis,chen_optimizing_2018,"Test prioritization aims to detect regression faults faster via reordering test executions, and a large number of test prioritization techniques have been proposed accordingly. However, test prioritization effectiveness is usually measured in terms of the average percentage of faults detected concerned with the number of test executions, rather than the actual regression testing time, making it unclear which technique is optimal in actual regression testing time. To answer this question, this paper first conducts an empirical study to investigate the actual regression testing time of various prioritization techniques. The results reveal a number of practical guidelines. In particular, no prioritization technique can always perform optimal in practice. To achieve the optimal prioritization effectiveness for any given project in practice, based on the findings of this study, we design learning-based Predictive Test Prioritization (PTP). PTP predicts the optimal prioritization technique for a given project based on the test distribution analysis (i.e., the distribution of test coverage, testing time, and coverage per unit time). The results show that PTP correctly predicts the optimal prioritization technique for 46 out of 50 open-source projects from GitHub, outperforming stateof- the-art techniques significantly in regression testing time, e.g., 43.16% to 94.92% improvement in detecting the first regression fault. Furthermore, PTP has been successfully integrated into the practical testing infrastructure of Baidu (a search service provider with over 600M monthly active users), and received positive feedbacks fromthe testing team of this company, e.g., saving beyond 2X testing costs with negligible overheads.",ESEC/FSE 2018: Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,Query,10.1145/3236024.3236053,2018-10-26,,Technique analysis,X,,,,General,,TRUE,TRUE,"Open-source Java projects (up to 9691 TCs) plus undisclosed projects from Baidu (up to 4139 TCs)

Open-source, large scale
Industrial proprietary, large scale","C, Java",Baidu (China),FALSE,FALSE,"TRUE

Replication package, documented",TRUE,https://github.com/JunjieChen/PTP,TRUE,,Analyzes test coverage to predict the optimal TCP technique for a given project.,"APFDc, FT, LT, AT",Apply ML on distribution images; consider additional factors that might affect PTP; consider time-based metrics to guide the solution.
2018,"Celik, Ahmet; Lee, Young Chul; Gligoric, Milos",Regression Test Selection for TizenRT,celik_regression_2018,"Regression testing - running tests after code modifications - is widely practiced in industry, including at Samsung. Regression Test Selection (RTS) optimizes regression testing by skipping tests that are not affected by recent code changes. Recent work has developed robust RTS tools, which mostly target managed languages, e.g., Java and C#, and thus are not applicable to large C projects, e.g., TizenRT, a lightweight RTOS-based platform. We present Selfection, an RTS tool for projects written in C; we discuss the key challenges to develop Selfection and our design decisions. Selfection uses the objdump and readelf tools to statically build a dependency graph of functions from binaries and detect modified code elements. We integrated Selfection in TizenRT and evaluated its benefits if tests are run in an emulator and on a supported hardware platform (ARTIK 053). We used the latest 150 revisions of TizenRT available on GitHub. We measured the benefits of Selfection as the reduction in the number of tests and reduction in test execution time over running all tests at each revision (i.e., RetestAll). Our results show that Selfection can reduce, on average, the number of tests to 4.95% and end-to-end execution time to 7.04% when tests are executed in the emulator, and to 5.74% and 26.82% when tests are executed on the actual hardware. Our results also show that the time taken to maintain the dependency graph and detect modified functions is negligible.",ESEC/FSE 2018: Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,Query,10.1145/3236024.3275527,2018-10-26,,Orchestration technique/Context-specific,,X,,,general (C),,TRUE,TRUE,"TizenRT (877 TCs)

Industrial proprietary, medium scale",C,Samsung (South Korea),TRUE,FALSE,"TRUE

Replication package, documented",MAYBE,https://github.com/ahmet-celik/Selfection,TRUE,,"Change-based, graph-based","Selection rate, testing time, build time","improve safety; evaluate on other projects; ""optimize the transfer time by incrementally patching previously transferred binaries"""
2018,"Zhu, Yuecai; Shihab, Emad; Rigby, Peter C.",Test re-prioritization in continuous testing environments,zhu_test_2018,"New changes are constantly and concurrently being made to large software systems. In modern continuous integration and deployment environments, each change requires a set of tests to be run. This volume of tests leads to multiple test requests being made simultaneously, which warrant prioritization of such requests. Previous work on test prioritization schedules queued tests at set time intervals. However, after a test has been scheduled it will never be reprioritized even if new higher risk tests arrive. Furthermore, as each test finishes, new information is available which could be used to reprioritize tests. In this work, we use the conditional failure probability among tests to reprioritize tests after each test run. This means that tests can be reprioritized hundreds of times as they wait to be run. Our approach is scalable because we do not depend on static analysis or coverage measures and simply prioritize tests based on their co-failure probability distributions. We named this approach CODYNAQ and in particular, we propose three prioritization variants called CODYNAQSINGLE, CODYNAQDOUBLE and CODYNAQFLEXI. We evaluate our approach on two data sets, CHROME and Google testing data. We find that our co-failure dynamic re-prioritization approach, CODYNAQ, outperforms the default order, FIFOBASELINE, finding the first failure and all failures for a change request by 31% and 62% faster, respectively. CODYNAQ also outperforms GOOGLETCP by finding the first failure 27% faster and all failures 62% faster. © 2018 IEEE.",2018 IEEE International Conference on Software Maintenance and Evolution (ICSME),IEEE,Query,10.1109/ICSME.2018.00016,2018-11-12,,Orchestration technique,X,,,,Continuous integration,,TRUE,TRUE,"GSDTSR (up to 2.4k requests per minute), data scraped from the Chromium project (up to 149 requests per minute)

Industrial open-source, large scale",Unclear,,FALSE,FALSE,FALSE,FALSE,,TRUE,,Co-failure distributions,"FirstFail, AllFail, delayed failures (goal: speed up detection of first/all failure)",Evaluate on other projects; continue to examine failure distributions; explore use of other prioritization techniques.
2018,"Azizi, Maral; Do, Hyunsook",Retest: A cost effective test case selection technique for modern software development,azizi_retest_2018,"Regression test selection offers cost savings by selecting a subset of existing tests when testers validate the modified version of the application. The majority of test selection approaches utilize static or dynamic analyses to decide which test cases should be selected, and these analyses are often very time consuming. In this paper, we propose a novel language-independent Regression TEst SelecTion (ReTEST) technique that facilitates a lightweight analysis by using information retrieval. ReTEST uses fault history, test case diversity, and program change history information to select test cases that should be rerun. Our empirical evaluation with four open source programs shows that our approach can be effective and efficient by selecting a far smaller subset of tests compared to the existing techniques.",2018 IEEE 29th International Symposium on Software Reliability Engineering (ISSRE),IEEE,forward,10.1109/ISSRE.2018.00025,2018-11-19,,,,X,,,Language-agnostic,,TRUE,FALSE,"Two open-source .net and C# programs (up to 628 TCs) and two Java subjects from Defects4J (up to 393 TCs)

Open-source, medium scale
Research dataset, small scale","C#, Java",,FALSE,FALSE,FALSE,FALSE,,TRUE,,Graph-based,"selection count, fault detection rate","automate parameter selection, apply approach on TCP and TSR."
2019,"Guo, Bo; Kwon, Young-Woo; Song, Myoungkyu",Decomposing Composite Changes for Code Review and Regression Test Selection in Evolving Software,guo_decomposing_2019,"Inspecting and testing code changes typically require a significant amount of developer effort. As a system evolves, developers often create composite changes by mixing multiple development issues, as opposed to addressing one independent issue — an atomic change. Inspecting composite changes often becomes time-consuming and error-prone. To test unrelated edits on composite changes, rerunning all regression tests may require excessive time. To address the problem, we present an interactive technique for change decomposition to support code reviews and regression test selection, called ChgCutter. When a developer specifies code change within a diff patch, ChgCutter partitions composite changes into a set of related atomic changes, which is more cohesive and self-contained regarding the issue being addressed. For composite change inspection, it generates an intermediate program version that only includes a related change subset using program dependence relationships. For cost reduction during regression testing, it safely selects only affected tests responsible for changes to an intermediate version. In the evaluation, we apply ChgCutter to 28 composite changes in four open source projects. ChgCutter partitions these changes with 95.7% accuracy, while selecting affected tests with 89.0% accuracy. We conduct a user study with professional software engineers at PayPal and find that ChgCutter is helpful in understanding and validating composite changes, scaling to industry projects. © 2019, Springer Science+Business Media, LLC & Science Press, China.",Journal of Computer Science and Technology ,Springer,Query,10.1007/s11390-019-1917-9,2019-03-22,,Orchestration technique,,X,,,General (Java),,TRUE,FALSE,"Generated test suite based on four open-source Java projects (totaling 3456 TCs)

Synthetic data, large scale",Java,PayPal (USA),TRUE,TRUE,"TRUE

Replication package, with a video demo",TRUE,https://sites.google.com/unomaha.edu/interactively-partitioning,TRUE,,Change-based,Precision/Recall,Evaluate on human-written test suites; explore further heuristics; avoid false positives.
2019,"Zhong, Hua; Zhang, Lingming; Khurshid, Sarfraz",TestSage: Regression test selection for large-scale Web service testing,zhong_testsage:_2019,"Regression testing is an important but expensive activity in software development. Among various types of tests, web service tests are usually one of the most expensive (due to network communications) but widely adopted types of tests in commercial software development. Regression test selection (RTS) aims to reduce the number of tests which need to be retested by only running tests that are affected by code changes. Although a large number of RTS techniques have been proposed in the past few decades, these techniques have not been adopted on large-scale web service testing. This is because most existing RTS techniques either require direct code dependency between tests and code under test or cannot be applied on large scale systems with enough efficiency. In this paper, we present a novel RTS technique, TestSage, that performs RTS for web service tests on large scale commercial software. With a small overhead, TestSage is able to collect fine grained (function level) dependency between test and service under test that do not directly depend on each other. TestSage has also been successfully applied to large complex systems with over a million functions. We conducted experiments of TestSage on a large scale backend service at Google. Experimental results show that TestSage reduces 34% of testing time when running all AEC (Analysis, Execution and Collection) phases, 50% of testing time while running without collection phase. TestSage has been integrated with internal testing framework at Google and runs day-to-day at the company.","2019 12th IEEE Conference on Software Testing, Validation and Verification (ICST)",IEEE,forward,10.1109/ICST.2019.00052,2019-06-06,,Technique analysis,,X,,,TCS for Large-scale Web Service Testing,,TRUE,TRUE,"Google Assistant (tens of thousands of tests)

Industrial proprietary, very large scale","C, C++",Google (USA),TRUE,TRUE,FALSE,TRUE,,TRUE,,Trace-based,"Selection ratio, testing time reduction",Explore more granularity levels; explore source-test dependency.
2019,"Fu, Ben; Misailovic, Sasa; Gligoric, Milos",Resurgence of Regression Test Selection for C++,fu_resurgence_2019,"Regression testing - running available tests after each project change - is widely practiced in industry. Despite its widespread use and importance, regression testing is a costly activity. Regression test selection (RTS) optimizes regression testing by selecting only tests affected by project changes. RTS has been extensively studied and several tools have been deployed in large projects. However, work on RTS over the last decade has mostly focused on languages with abstract computing machines (e.g., JVM). Meanwhile development practices (e.g., frequency of commits, testing frameworks, compilers) in C++ projects have dramatically changed and the way we should design and implement RTS tools and the benefits of those tools is unknown. We present a design and implementation of an RTS technique, dubbed RTS++, that targets projects written in C++, which compile to LLVM IR and use the Google Test testing framework. RTS++ uses static analysis of a function call graph to select tests. RTS++ integrates with many existing build systems, including AutoMake, CMake, and Make. We evaluated RTS++ on 11 large open-source projects, totaling 3,811,916 lines of code. To the best of our knowledge, this is the largest evaluation of an RTS technique for C++. We measured the benefits of RTS++ compared to running all available tests (i.e., retest-all). Our results show that RTS++ reduces the number of executed tests and end-to-end testing time by 88% and 61% on average.","2019 12th IEEE Conference on Software Testing, Validation and Verification (ICST)",IEEE,forward,10.1109/ICST.2019.00039,2019-06-06,,Orchestration technique,,X,,,C++,,TRUE,FALSE,"Open-source C++ projects (up to 673 TCs)

Open-source, medium scale",C++,,FALSE,FALSE,FALSE,FALSE,,TRUE,,Change-based,"selection count, end-to-end time, cumulative time",Improve precision by removing certian class dependencies and dynamically collecting dependencies; support the Boost testing framework; develop adaptive and hybrid RTS for C++
2019,"Eda, Ravi; Do, Hyunsook ",An efficient regression testing approach for PHP Web applications using test selection and reusable constraints,eda_efficient_2019,"Web applications undergo frequent changes. These changes can be due to the addition of new features or the modification of existing features to support customer requests or to patch faults in the system. Given that Web applications have a large surface area subject to attack, changes often include security fixes either in response to malicious attacks or to forestall such attacks. Effective regression testing should ensure that any change does not disable existing features or compromise security. Executing the entire regression test suite takes time and consumes many resources. One approach is to focus regression test efforts only on code paths that were modified in the new version. Such code paths can be identified using tools such as PHP Analysis and Regression Testing Engine (PARTE). In this paper, we extend this approach to test selection where a subset of existing tests that cover the modified code paths can be detected. To further reduce the amount of regression testing needed, we used PARTE’s reusable constraint value information to identify tests that can be reused against the new version without having to modify the input test values. We performed an empirical study to determine whether test selection data combined with reusable constraint values would further improve the turnaround time for regression tests. Results from the experiment conducted on four Hypertext Preprocessor (PHP) web applications demonstrate that this approach is effective in reducing the cost of regression testing of frequently patched Web applications.",Software Quality Journal,Springer,forward,10.1007/s11219-019-09449-2,2019-06-11,,,,X,X,,PHP web applications,,TRUE,FALSE,"Open-source PHP projects (up to 124 TCs)

Open-source, small scale",PHP,,TRUE,FALSE,FALSE,FALSE,,TRUE,,Change-based,"Selected tests, obsolete tests, reusable inputs",Investigate if the approach can be applied in industrial setting; analyse long-term benefits of the technique.
2019,"Goyal, Amit; Shyamasundar, R. K.; Jetley, Raoul; Mohan, Devina; Ramaswamy, Srini",Test suite minimization of evolving software systems: A case study,goyal_test_2019,"Test suite minimization ensures that an optimum set of test cases are selected to provide maximum coverage of requirements. In this paper, we discuss and evaluate techniques for test suite minimization of evolving software systems. As a case study, we have used an industrial tool, Static Code Analysis (SCAN) tool for Electronic Device Description Language (EDDL) as the System Under Test (SUT). We have used standard approaches including Greedy, Greedy Essential (GE) and Greedy Redundant Essential (GRE) for minimization of the test suite for a given set of requirements of the SUT. Further, we have proposed and implemented k-coverage variants of these approaches. The minimized test suite which is obtained as a result reduces testing effort and time during regression testing. The paper also addresses the need for choosing an appropriate level of granularity of requirements to efficiently cover all requirements. The paper demonstrates how fine grained requirements help in finding an optimal test suite to completely address the requirements and also help in detecting bugs in each version of the software. Finally, the results from different analyses have been presented and compared and it has been observed that GE heuristics performs the best (run time) under certain conditions. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.",Proceedings of the 14th International Conference on Software Technologies - ICSOFT,SciTePress,Query,10.5220/0007842502260237,2019-07-28,,Case study,,,X,,,,TRUE,TRUE,"SCAN tool from ABB

Industrial proprietary, unclear scale",Unclear,ABB (India/USA),TRUE,FALSE,FALSE,FALSE,,TRUE,,requirements-based,"reduction rate, runtime",generation with similar approach; consider time of each test case.
2019,"Yu, Zhe; Fahid, Fahmid; Menzies, Tim; Rothermel, Gregg; Patrick, Kyle; Cherian, Snehit",TERMINATOR: better automated UI test case prioritization,yu_terminator_2019,"Automated UI testing is an important component of the continuous integration process of software development. A modern web-based UI is an amalgam of reports from dozens of microservices written by multiple teams. Queries on a page that opens up another will fail if any of that page's microservices fails. As a result, the overall cost for automated UI testing is high since the UI elements cannot be tested in isolation. For example, the entire automated UI testing suite at LexisNexis takes around 30 hours (3-5 hours on the cloud) to execute, which slows down the continuous integration process.
To mitigate this problem and give developers faster feedback on their code, test case prioritization techniques are used to reorder the automated UI test cases so that more failures can be detected earlier. Given that much of the automated UI testing is ""black box"" in nature, very little information (only the test case descriptions and testing results) can be utilized to prioritize these automated UI test cases. Hence, this paper evaluates 17 ""black box"" test case prioritization approaches that do not rely on source code information. Among these, we propose a novel TCP approach, that dynamically re-prioritizes the test cases when new failures are detected, by applying and adapting a state of the art framework from the total recall problem. Experimental results on LexisNexis automated UI testing data show that our new approach (which we call TERMINATOR), outperformed prior state of the art approaches in terms of failure detection rates with negligible CPU overhead.",ESEC/FSE 2019: Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,backward,10.1145/3338906.3340448,2019-08-12,,,X,,,,"UI testing, web app",,TRUE,TRUE,"Dataset from LexisNexis (2661 TCs)

Industrial proprietary, large scale","Gherkin, Java",LexisNexis (USA),TRUE,TRUE,"MAYBE

Only results",TRUE,https://github.com/ai-se/Data-for-automated-UI-testing-from-LexisNexis,TRUE,,"Coverage, history, cost, description, feedback","Coverage, APFD, APFDc, failure detection rate","identify flaky tests, identify fault location, apply approach to different TCP problems"
2019,"Correia, Daniel; Abreu, Rui; Santos, Pedro; Nadkarni, Joo",MOTSD: A multi-objective test selection tool using test suite diagnosability,correia_motsd_2019,"Performing regression testing on large software systems becomes unfeasible as it takes too long to run all the test cases every time a change is made. The main motivation of this work was to provide a faster and earlier feedback loop to the developers at OutSystems when a change is made. The developed tool, MOTSD, implements a multi-objective test selection approach in a C# code base using a test suite diagnosability metric and historical metrics as objectives and it is powered by a particle swarm optimization algorithm. We present implementation challenges, current experimental results and limitations of the tool when applied in an industrial context. Screencast demo link: \textlessa\textgreaterhttps://www.youtube.com/watch?v=CYMfQTUu2BE\textless/a\textgreater © 2019 ACM.",ESEC/FSE 2019: Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,Query,10.1145/3338906.3341187,2019-08-12,,Orchestration technique,X,X,,,General (C#),,TRUE,TRUE,"OutSystems codebase in C# (over 8500 TCs)

Industrial proprietary, large scale",C#,OutSystems (Portugal),TRUE,FALSE,"TRUE

Replication package, well documented",TRUE,http://github.com/danielcorreia96/MOTSD,TRUE,,"multi-objective, particle swarm optimization",Diagnosability,use data other than coverage (e.g. dependency graph); questions regarding evaluation; common benchmark for this type of tool.
2019,"Machalica, Mateusz; Samylkin, Alex; Porth, Meredith; Chandra, Satish",Predictive Test Selection,machalica_predictive_2018,"Change-based testing is a key component of continuous integration at Facebook. However, a large number of tests coupled with a high rate of changes committed to our monolithic repository make it infeasible to run all potentially-impacted tests on each change. We propose a new predictive test selection strategy which selects a subset of tests to exercise for each change submitted to the continuous integration system. The strategy is learned from a large dataset of historical test outcomes using basic machine learning techniques. Deployed in production, the strategy reduces the total infrastructure cost of testing code changes by a factor of two, while guaranteeing that over 95% of individual test failures and over 99.9% of faulty changes are still reported back to developers. The method we present here also accounts for the non-determinism of test outcomes, also known as test flakiness.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00018,2019-08-19,,Orchestration technique,,X,,,,,TRUE,TRUE,"Facebook mobile app repository (undisclosed scale) 

Industrial proprietary, supposedly large scale",Multi-language,Facebook (USA),TRUE,FALSE,FALSE,TRUE,,TRUE,,"machine learning-based, history-based","Recall, selection rate",Incorporate more features into the ML model; more sophisticated ML algorithms and models; correlation between tests that are impacted by the same code.
2019,"Najafi, Armin; Shang, Weiyi; Rigby, Peter C.",Improving Test Effectiveness Using Test Executions History: An Industrial Experience Report,najafi_improving_2019,"The cost of software testing has become a burden for software companies in the era of rapid release and continuous integration. Our industrial collaborator Ericsson also faces the challenges of expensive testing processes which are typically part of a complex and specialized testing environment. In order to assist Ericsson with improving the test effectiveness of one of its large subsystems, we adopt test selection and prioritization approaches based on test execution history from prior research. By adopting and simulating those approaches on six months of testing data from our subject system, we confirm the existence of valuable information in the test execution history. In particular, the association between test failures provide the most value to the test selection and prioritization processes. More importantly, during this exercise, we encountered various challenges that are unseen or undiscussed in prior research. We document the challenges, our solutions and the lessons learned as an experience report. Our experiences can be valuable for other software testing practitioners and researchers who would like to adopt existing test effectiveness improvement approaches into their work environment.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00031,2019-08-19,,Ochestration technique,X,X,,,General large-scale software,,TRUE,TRUE,"Undisclosed large-scale system at Ericsson

Industrial proprietary, supposedly large-scale","Unclear (""modern typical programming language"")",Ericsson (Canada),FALSE,FALSE,FALSE,FALSE,,TRUE,,history-based,"Failure frequency, failure association, cost, execution time, missed failures, execution cost",Evaluate best duration of training data; consider dependencies among tests.
